"","LYL7","LYL8","LYL9","LYL10","LYL11","LYL12","Abundance","Type","phylum","class","order","family","genus","species"
"ASV1",0.133847122,0.111984901,0.091302296,0.121539792,0.116467443,0.092442592,0.111264024,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._CCGE-LA001"
"ASV2",0.025204467,0.038927336,0.068771626,0.037747719,0.031102548,0.029411765,0.038527577,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","s__Lysobacter_antibioticus"
"ASV3",0.054852155,0.035860333,0.038455489,0,0.043724442,0.03853413,0.035237758,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._CCGE-LA001"
"ASV9",0.013408304,0.021154451,0.019974835,0.017065115,0.020800566,0.01529569,0.017949827,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_stutzeri"
"ASV19",0.028821957,0.017654923,0.025007864,0.021115131,0.020721925,0.03633218,0.02494233,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_sojae"
"ASV15",0.008965083,0.008453916,0.00868984,0.005740799,0.006684492,0.013919472,0.008742267,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_medicae"
"ASV23",0.005858761,0.003027682,0.005583517,0.007510223,0.00581944,0.007431582,0.005871868,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV179",0.005426235,0.009201007,0.008375275,0.0101447,0.01093111,0.004993709,0.008178673,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV45",0.003892734,0.005386914,0.004875747,0.005544196,0.002870399,0.006134004,0.004783999,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_stutzeri"
"ASV86",0.006409248,0.00578012,0.005190311,0.006330607,0.006684492,0.005662158,0.006009489,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_meliloti"
"ASV50",0.002988361,0.003381567,0.005033029,0.002555835,0.004207298,0.004482542,0.003774772,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._SK17"
"ASV111",0.003814092,0.003381567,0.005268953,0.005229632,0.003224284,0.004010695,0.004154871,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV100",0.003499528,0.003067002,0.003420887,0.001218937,0.002595156,0.004010695,0.002968701,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV81",0.002555835,0.005701478,0,0.003892734,0.003067002,0.002949041,0.003027682,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV153",0.006409248,0.003460208,0.004679144,0.004639824,0.003381567,0.009004404,0.005262399,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_sojae"
"ASV80",0.002949041,0.004285939,0.002713117,0.004010695,0.004797106,0.002752438,0.003584723,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Labrenzia","s__Labrenzia_sp._VG12"
"ASV118",0.005229632,0.004954388,0.006212645,0.005504876,0.003696131,0.005308273,0.005150991,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_adhaerens"
"ASV99",0.003381567,0.001730104,0.002437874,0.00436458,0.005150991,0.003420887,0.003414334,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._CCGE-LA001"
"ASV67",0.001769424,0.00290972,0.003853413,0.001848065,0.002870399,0.001533501,0.002464087,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","s__Lysobacter_antibioticus"
"ASV112",0.002044668,0.002477194,0.00220195,0.001376219,0.001218937,0.003696131,0.002169183,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV76",0.002437874,0.001297578,0.003027682,0.00220195,0.002831079,0.004679144,0.002745885,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV218",0.004993709,0.003342246,0.003067002,0.005308273,0.004757785,0.002870399,0.004056569,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_meliloti"
"ASV72",0.001572822,0.002123309,0.002949041,0.001966027,0.001179616,0.002280591,0.002011901,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV102",0.00145486,0.002280591,0.00074709,0.001651463,0.004521862,0.005622837,0.002713117,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV88",0.001376219,0.002359232,0.002516515,0.002123309,0.001966027,0.001887386,0.002038115,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Afipia","s__Afipia_sp._GAS231"
"ASV157",0.003735451,0.005150991,0.003814092,0.00361749,0.002555835,0.003381567,0.003709238,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_adhaerens"
"ASV96",0.002516515,0.000904372,0.001572822,0.000943693,0.001533501,0.005937402,0.002234718,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV75",0.001887386,0.002319912,0.003774772,0.001690783,0.001376219,0.000983014,0.002005348,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV139",0.002123309,0.001848065,0.002673797,0.00145486,0.00220195,0.002988361,0.002215057,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_lablabi"
"ASV207",0.002988361,0.001100975,0.001887386,0.002595156,0.002437874,0.002083989,0.00218229,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV95",0.001494181,0.001769424,0.001651463,0.002241271,0.002595156,0,0.001625249,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV151",0.00220195,0.003460208,0.002437874,0.002044668,0.001572822,0.001887386,0.002267485,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV5568",0.002437874,0,0,0,0,0,0.000406312,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV115",0.002005348,0.001258257,0.002359232,0.001336898,0.000904372,0.002241271,0.00168423,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV77",0.001140296,0.00145486,0.001376219,0.001494181,0.001572822,0.001100975,0.001356559,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV132",0.00145486,0.001769424,0.002398553,0.001730104,0.001297578,0.002319912,0.001828405,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_erythrophlei"
"ASV94",0.001612142,0.00070777,0.001336898,0.001887386,0.001258257,0.002241271,0.001507287,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV208",0.001651463,0.002870399,0.002005348,0.000983014,0.001730104,0.001100975,0.001723551,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV344",0.001572822,0.001494181,0.001297578,0.002005348,0.002044668,0.002437874,0.001808745,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
